clade_name	S_Normal_025_008M_MPA4	S_Normal_025_17M_MPA4	S_Normal_025_34M_MPA4	S_Normal_025_068M_MPA4	S_Normal_025_102M_MPA4	S_Normal_050_008M_MPA4	S_Normal_050_17M_MPA4	S_Normal_050_34M_MPA4	S_Normal_050_068M_MPA4	S_Normal_050_102M_MPA4	S_Normal_100_008M_MPA4	S_Normal_100_17M_MPA4	S_Normal_100_34M_MPA4	S_Normal_100_068M_MPA4	S_Normal_100_102M_MPA4	S_Normal_150_008M_MPA4	S_Normal_150_17M_MPA4	S_Normal_150_34M_MPA4	S_Normal_150_068M_MPA4	S_Normal_150_102M_MPA4	S_Normal_200_008M_MPA4	S_Normal_200_17M_MPA4	S_Normal_200_34M_MPA4	S_Normal_200_068M_MPA4	S_Normal_200_102M_MPA4	S_Normal_400_008M_MPA4	S_Normal_400_17M_MPA4	S_Normal_400_34M_MPA4	S_Normal_400_068M_MPA4	S_Normal_400_102M_MPA4
s__Thalassobius_gelatinovorus	0	0	0	0.1300881	0	0	0	0	0	0	0	0	0	0	0.0100405	0	0	0.0039612	0	0	0	0	0	0	0	0	0	0	0	0
s__Thermacetogenium_phaeum	0	0	0	0.0141409	0	0	0	0	0	0	0.0837067	0	0	0.0207109	0	0	0	0	0	0	0	0.0087637	0	0	0	0.0018262	0.0025174	0.0049956	0.0009397	0
s__Thermaerobacter_marianensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002818	0.0071816	0	0	0.0054607	0	0	0.0046465	0	0	0	0.0020138
s__Thermanaerovibrio_acidaminovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023732	0	0	0	0	0.0012217	0	0	0.0041877	0.0020295	0	0	0
s__Thermoanaerobacter_kivui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072528	0	0.0011723	0.0019963	0	0.0010138	0.00083	0.0031757	0	0	0.0027724
s__Thermoanaerobacterium_aotearoense	0	0	0	0	0	0.0090428	0	0	0.0087739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003501	0	0	0.0074425	0	0.000416
s__Thermobaculum_terrenum	0	0	0	0	0	0	0.002981	0	0	0	0	0	0	0.0071822	0.0250613	0	0	0	0	0	0	0	0	0	0	0.0007865	0	0	0.0028618	0.0003109
s__Thermobifida_fusca	0	0	0	0	0	0	0	0	0	0	0	0	0.0017999	0	0	0	0.002921	0	0	0	0.0014011	0	0	0	0.0054071	0.0002252	0	0	0	0.0013299
s__Thermoclostridium_stercorarium	0	0	0	0	0	0	0	0	0	0	0	0	0.0040874	0	0	0	0	0	0.0152283	0	0.0192828	0	0	0	0	0.0041698	0	0	0	0
s__Thermocrinis_albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046162	0	0	0	0	0.0006459	0	0	0.0008078	0
s__Thermocrinis_ruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025969	0	0	0	0	0	0	0.0002104	0.0023672	0	0.0011821	0	0	0.0009886	0	0.0015
s__Thermodesulfatator_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018447	0	0.0156498	0	0.0012408	0	0	0	0	0	0	0.0009759	0	0	0
s__Thermodesulfobacterium_geofontis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116451	0	0.0010872	0.0082702	0	0	0.0005618
s__Thermodesulfobium_acidiphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Thermodesulfobium_narugense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090078	0	0	0	0.0045199	0	0	0	0	0.0022086	0	0	0
s__Thermomicrobium_roseum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011821	0	0	0	0	0	0.0011984	0	0
s__Thermosediminibacter_oceani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023193	0	0	0	0	0	0	0.0027154	0.0005661	0.0010024
s__Thermosipho_africanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184482	0.0011857	0	0.0096295	0	0	0	0	0	0	0	0	0.0004463	0.002154	0.0042765	0
s__Thermosipho_melanesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005261	0	0	0	0.0010483	0	0.0005295	0	0.0226403	0	0	0	0.0003433	0
s__Thermosulfidibacter_takaii	0	0	0.0091892	0	0	0	0	0	0	0	0.0169059	0	0	0	0	0	0.0071563	0.0036927	0.0054433	0	0	0	0	0	0	0	0	0.001126	0	0
s__Thermovibrio_ammonificans	0	0	0	0	0	0	0	0.0144813	0	0	0	0	0	0	0	0	0	0.0006039	0	0	0	0.00378	0	0	0	0	0.000278	0	0.0093332	0
s__Thermovirga_lienii	0	0	0	0	0	0	0	0	0	0.0267841	0.0126514	0	0	0	0	0.0048543	0.0024523	0	0	0	0	0	0	0	0	0.0023294	0	0	0	0.0011244
s__Thermus_aquaticus	0	0	0	0	0	0	0	0	0.0043545	0	0	0	0	0	0	0	0	0.0013512	0	0	0	0	0	0	0	0	0.0003775	0.0025897	0.0022842	0
s__Thermus_brockianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005427	0	0	0	0.0046394	0.0011846	0	0.0021796
s__Thermus_oshimai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161731	0	0	0	0	0	0	0	0	0.0013051	0	0.0017374	0	0.0020385	0.0061963
s__Thiocystis_violascens	0.0165401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013431	0	0	0	0.0006531	0.0008381	0	0.0008099	0
s__Thioflavicoccus_mobilis	0.0147151	0	0	0	0	0	0	0	0	0	0.0066184	0	0	0	0	0	0	0.0048666	0	0	0	0	0	0.0063596	0	0	0.0027565	0.0010084	0	0
s__Thiolapillus_brandeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006987	0	0	0.0017487	0.0024668	0	0.0030388
s__Thiomicrospira_aerophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021276	0.0034202	0.0100097	0	0	0	0	0	0	0.0002384	0	0	0	0.0028131
s__Thiomicrospira_cyclica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006159	0.003274	0.0004965	0.0025678
s__Tolumonas_auensis	0	0	0	0	0	0	0	0	0	0	0.0017285	0	0	0	0	0	0	0	0	0.0064746	0	0	0	0	0	0	0.0008662	0	0	0
s__Treponema_phagedenis	0	0	0	0	0	0	0	0	0.0259213	0	0	0.0128428	0.0009954	0	0	0	0	0.0032855	0	0	0	0.0026866	0	0.0043801	0	0	0.0039533	0.0003285	0	0
s__Tropheryma_whipplei	0	0	0	0	0	0.0129008	0	0	0	0	0	0	0	0.0034589	0	0	0	0	0	0	0.0046314	0.0037025	0	0	0.0021952	0	0.0009261	0.0029099	0	0
s__Truepera_radiovictrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031082	0	0	0	0.0013598	0	0	0	0	0	0	0	0.0021567	0.0008355	0.0013604	0.0006217	0
s__Trueperella_pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010789	0	0	0.0045589	0	0	0	0.002917	0
s__Tsukamurella_paurometabola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004734	0.0031013	0	0.0054064	0	0.0019128	0	0	0.0003996	0
s__Tsukamurella_tyrosinosolvens	0	0	0	0	0	0.0027987	0	0	0	0	0	0	0	0	0.0058479	0	0	0	0	0	0	0	0	0.0035711	0	0	0	0	0	0.0047096
s__Turneriella_parva	0	0	0.0155765	0	0	0.012281	0	0	0	0	0	0	0	0	0	0	0	0.0016916	0	0	0.0036932	0.0283967	0	0	0	0	0.0019794	0	0	0.0023467
s__Ureaplasma_parvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ureaplasma_urealyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072315	0	0	0	0	0	0	0	0.00096	0	0.004004	0.0015294	0.0007966	0.0023473
s__Vagococcus_penaei	0	0	0	0	0	0	0	0	0	0.0251557	0	0.0038487	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010636	0.0007623	0	0	0.0010259
s__Variovorax_paradoxus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008298	0	0	0	0	0	0.0013241	0.0003716	0	0	0.0010164	0	0	0
s__Veillonella_dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043705	0.0005966	0.0077904	0	0	0.0013172	0	0	0	0	0.0019178	0.0032055
s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027837	0.0018523	0	0.0002148	0.0013517	0.000868	0.0125801	0.0013356
s__Verminephrobacter_eiseniae	0	0	0	0	0	0	0	0.0035105	0	0	0	0	0	0.0007768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011503	0.0061694
s__Vibrio_breoganii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039578	0	0	0	0	0.0005438	0	0.0004583	0	0	0	0.0028811	0	0	0.0002383
s__Vibrio_cincinnatiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003533	0	0	0	0	0	0	0	0	0	0	0.001254	0.0011289	0	0.0095284
s__Vibrio_furnissii	0	0	0	0	0	0.0528092	0	0	0	0	0	0	0	0	0	0.0046606	0	0	0	0	0	0	0	0	0	0.001178	0	0	0.0012804	0.001631
s__Vibrio_nigripulchritudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009573	0.0005401	0.0011431	0	0
s__Vibrio_panuliri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025093	0.0001461	0.0069169	0	0	0.0077285
s__Vibrio_ponticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017496	0.0063928	0	0.0009937	0	0	0	0.0041121
s__Vibrio_tubiashii	0	0	0	0	0	0.0329358	0	0	0	0	0	0	0	0.0172614	0	0	0	0.0021121	0	0	0	0	0.0024544	0	0	0	0.000359	0	0.0184513	0
s__Virgibacillus_halodenitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0.0063858	0	0	0	0	0	0	0	0	0	0.0024042	0	0.0028853	0.0015863	0.0013006	0	0	0
s__Vulgatibacter_incomptus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002068	0	0	0	0.0012934	0.0052174	0.001177	0.0043379	0
s__Waddlia_chondrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130147	0	0	0.0023568	0	0	0	0	0	0	0.0019669	0	0.0022528	0.003884	0.0032342
s__Weissella_ceti	0	0	0	0.1008733	0	0	0	0	0	0	0.0076575	0	0	0	0	0.007845	0.0037958	0	0	0	0	0	0	0	0	0.0017266	0	0	0.0013904	0.0022803
s__Weissella_confusa	0	0	0	0	0	0	0	0	0	0	0	0.0162712	0	0	0	0.0219979	0	0	0	0	0	0	0	0	0.0031006	0	0	0	0	0
s__Weissella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0.0792197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Weissella_paramesenteroides	0	0	0	0	0	0	0	0	0.0185694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081389	0	0	0	0.0061081	0
s__Weissella_viridescens	0	0	0	0	0	0	0	0.0356012	0	0	0	0	0	0	0	0	0	0	0	0.0068264	0	0	0	0.001351	0	0	0.0028501	0	0.0067034	0
s__Wenyingzhuangia_fucanilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016447	0.0058166	0	0	0.0004664	0	0.0031756	0	0	0.000328	0.0016696
s__Wenzhouxiangella_marina	0	0	0	0	0	0	0	0	0	0.0103398	0	0	0	0	0	0	0.0108187	0	0	0	0	0	0	0	0	0	0.0007523	0	0	0.0113487
s__Woeseia_oceani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050478	0	0.0024943	0	0	0.0012519	0	0	0	0.0047872	0.007401	0	0.0008562	0
s__Xanthomonas_albilineans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062051	0	0	0	0	0.006555	0.0015187	0.0051118	0.0083171	0	0
s__Xanthomonas_fragariae	0	0	0	0	0	0	0	0	0.008295	0	0	0	0	0.0011676	0	0	0	0	0	0	0	0.0185383	0	0	0	0	0	0.0071975	0	0
s__Xanthomonas_oryzae	0	0	0	0	0	0	0	0	0	0	0	0.008609	0	0	0	0	0	0	0	0.0017343	0.0064083	0	0	0	0	0.0020161	0	0	0	0.0015452
s__Xanthomonas_sacchari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013369	0	0	0	0.0025918	0.0026085	0	0.0020879	0	0	0	0	0	0	0.0002731
s__Xanthomonas_translucens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121276	0	0.0071405	0	0	0.0069533	0	0	0	0	0	0	0	0	0.0051322	0	0
s__Xanthomonas_vesicatoria	0	0	0	0	0.0627515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001945	0	0	0	0	0.0035871	0.0006092	0
s__Xenorhabdus_doucetiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019007	0	0	0	0	0	0.0014475	0.0030708	0	0.0218225	0	0	0.0009652	0
s__Xenorhabdus_hominickii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008717	0	0	0	0	0	0	0	0	0.0019192	0.0005052	0	0	0
s__Xenorhabdus_nematophila	0	0	0	0	0	0	0	0	0.0137892	0	0	0	0	0	0	0	0	0	0	0.0003007	0	0	0	0	0	0.0019291	0	0	0	0.0017641
s__Xenorhabdus_poinarii	0	0.0288658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008371	0.0008805	0	0	0	0	0.0012142	0	0	0	0.0012243	0.0017873	0	0.0012565
s__Xylanimonas_cellulosilytica	0	0	0	0	0	0	0	0	0	0	0.0044203	0	0	0	0.0075825	0	0	0	0.0059717	0	0	0	0	0	0	0	0	0.0005247	0.0039153	0
s__Xylella_fastidiosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072023	6.00E-07	0	0	0	0	0	0	0	0	0.0016649	0.0047812	0
s__Xylella_taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009596	0	0.006711	0	0	0.0010175	0	0	0	0.0003562	0	0	0	0
s__Yersinia_aldovae	0	0	0	0	0	0.0393987	0	0	0	0	0	0	0	0	0	0.0070777	0	0.0034552	0	0	0	0	0	0	0	0	0	0	0.0024852	0.0003992
s__Yersinia_enterocolitica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001181
s__Yersinia_kristensenii	0.0308332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054661	0	0	0.0064852	0	0	0	0	0.0029528	0	0	0	0	0
s__Yersinia_rohdei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0086157	0	0	0	0.0051739	0	0	0	0	0	0	0	0.001981	0	0
s__Yersinia_ruckeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015392	0	0	0	0	0	0	0	0	0	0.0083372	0.0002481	0	0.0001836	0	0
s__Yokenella_regensburgei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136181	0	0	0.0040541	0	0	0.0009208	0	0	0	0.0017569	0.0050918	0	0.0031736	0
s__Zymomonas_mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016428	0	0	0.0080331	0.030674	0.0004798	0	0	0.0061542	0	0	0.0039867	0
