clade_name	Simul_RG_R1_11K_010_007.5M_MPA4	Simul_RG_R1_11K_010_015M_MPA4	Simul_RG_R1_11K_010_030M_MPA4	Simul_RG_R1_11K_010_045M_MPA4	Simul_RG_R1_11K_010_090M_MPA4	Simul_RG_R1_11K_010_150M_MPA4	Simul_RG_R1_11K_020_007.5M_MPA4	Simul_RG_R1_11K_020_015M_MPA4	Simul_RG_R1_11K_020_030M_MPA4	Simul_RG_R1_11K_020_045M_MPA4	Simul_RG_R1_11K_020_090M_MPA4	Simul_RG_R1_11K_020_150M_MPA4	Simul_RG_R1_11K_050_007.5M_MPA4	Simul_RG_R1_11K_050_015M_MPA4	Simul_RG_R1_11K_050_030M_MPA4	Simul_RG_R1_11K_050_045M_MPA4	Simul_RG_R1_11K_050_090M_MPA4	Simul_RG_R1_11K_050_150M_MPA4	Simul_RG_R1_11K_100_007.5M_MPA4	Simul_RG_R1_11K_100_015M_MPA4	Simul_RG_R1_11K_100_030M_MPA4	Simul_RG_R1_11K_100_045M_MPA4	Simul_RG_R1_11K_100_090M_MPA4	Simul_RG_R1_11K_100_150M_MPA4	Simul_RG_R1_11K_150_007.5M_MPA4	Simul_RG_R1_11K_150_015M_MPA4	Simul_RG_R1_11K_150_030M_MPA4	Simul_RG_R1_11K_150_045M_MPA4	Simul_RG_R1_11K_150_090M_MPA4	Simul_RG_R1_11K_150_150M_MPA4	Simul_RG_R1_11K_200_007.5M_MPA4	Simul_RG_R1_11K_200_015M_MPA4	Simul_RG_R1_11K_200_030M_MPA4	Simul_RG_R1_11K_200_045M_MPA4	Simul_RG_R1_11K_200_090M_MPA4	Simul_RG_R1_11K_200_150M_MPA4	Simul_RG_R1_11K_250_007.5M_MPA4	Simul_RG_R1_11K_250_015M_MPA4	Simul_RG_R1_11K_250_030M_MPA4	Simul_RG_R1_11K_250_045M_MPA4	Simul_RG_R1_11K_250_090M_MPA4	Simul_RG_R1_11K_250_150M_MPA4	Simul_RG_R1_11K_300_007.5M_MPA4	Simul_RG_R1_11K_300_015M_MPA4	Simul_RG_R1_11K_300_030M_MPA4	Simul_RG_R1_11K_300_045M_MPA4	Simul_RG_R1_11K_300_090M_MPA4	Simul_RG_R1_11K_300_150M_MPA4	Simul_RG_R1_11K_500_007.5M_MPA4	Simul_RG_R1_11K_500_015M_MPA4	Simul_RG_R1_11K_500_030M_MPA4	Simul_RG_R1_11K_500_045M_MPA4	Simul_RG_R1_11K_500_090M_MPA4	Simul_RG_R1_11K_500_150M_MPA4
s__Mycobacterium_szulgai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0731779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Weissella_paramesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0738075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011017	0	0	0	0	0	0	0	0.0006086	0	0
s__Sphingomonas_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0723332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030786
s__Desulfotomaculum_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008299	0	0	0	0	0	0	0.0732729	0	0	0	0	0	0	0	0	0.0007019	0	0	0	0	0	0	0	0	0	0	0
s__Vibrio_superstes	0	0	0	0	0	0	0	0	0	0	0	0.0371855	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_cutis	0	0	0	0	0	0	0.0529239	0	0	0	0	0	0	0	0	0	0	0.0102506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Legionella_gratiana	0	0	0	0	0	0	0	0	0.0734203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3E-07	0	0	0.0000044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Synechocystis_sp_PCC_6803	0	0	0	0	0	0	0	0	0.0733432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pectobacterium_versatile	0	0	0	0	0	0	0	0	0	0	0.02092	0	0.0068219	0	0.0071975	0	0	0	0	0	0	0	0	0	0	0	0.0033118	0	0.0018015	0	0	0	0	0	0	0	0	0	0	0	0.0325275	0	0	0	0	0.0003088	0	0	0.0003047	0	0	0	0	0
s__Nocardioides_eburneiflavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121632	0	0	0	0	0	0	0	0	0.0570637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038954	0	0
s__Morganella_psychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0680502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049871	0	0	0	0	0	0	0	0	0	0	0	0
s__Methylibium_petroleiphilum	0	0	0	0	0.0727493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudomonas_moorei	0	0	0	0.0361939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0276544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005888	0	0	0	0	0.0020111	0
s__Listeria_rocourtiae	0	0	0	0	0	0	0	0	0	0	0	0	0.0715495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Thioalkalivibrio_paradoxus	0.0684718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Anoxybacillus_vitaminiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0692837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011542	0	0
s__Beijerinckia_indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0700223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Marinobacter_halodurans	0	0	0	0	0	0	0	0.0669775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Giesbergeria_anulus	0	0	0	0	0	0	0	0	0	0.069464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002542	0	0
s__Komagataeibacter_xylinus	0	0	0	0	0	0	0.0621924	0	0	0	0	0	0	0	0	0	0.0058665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004596	0
s__Amycolatopsis_acidicola	0	0	0	0	0	0	0.0624057	0	0	0	0	0	0	0	0.0060836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bizionia_paragorgiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0673053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Dechloromonas_sp_HYN0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0607302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063081	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Phyllobacterium_leguminum	0	0	0	0	0	0	0.0644054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022994	0	0
s__Ktedonosporobacter_rubrisoli	0	0	0	0	0	0	0	0.0661357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_wynnii	0	0	0	0	0	0	0	0	0	0	0	0	0.0506524	0	0	0	0	0	0	0	0	0	0	0	0.002545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113887	0.0010794	0	0	0	0	0	0	0	0
s__Fischerella_thermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Jeotgalicoccus_marinus	0	0	0	0	0	0	0	0	0	0	0.0653262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alkalihalobacillus_macyae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0576948	0	0	0	0	0	0.0058022	0	0	0	0.0014959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003314	0	0	0	0
s__Clostridium_sporogenes	0	0	0	0	0	0	0	0	0.0650605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Salisediminibacterium_haloalkalitolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0083722	0.0539916	0	0	0	0	0	0.002405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_graminisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0622525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021441	0	0	0
s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Albidovulum_xiamenense	0	0.0639027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lactobacillus_mixtipabuli	0	0	0	0	0	0	0	0	0.0157529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0481178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Viridilinea_mediisalina	0	0	0	0	0	0	0	0	0	0.0505055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Cobetia_marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0632103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Abyssibacter_profundi	0	0	0	0	0	0	0	0.0629904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Salinimicrobium_sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Shewanella_baltica	0	0	0	0	0	0	0	0	0.0562654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051287	0	0	0	0	0	0	0
s__Anaerobium_acetethylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0607493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005917	0	0	0	0	0	0	0	0
s__Aquincola_tertiaricarbonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0612036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Winogradskyella_arenosi	0	0	0	0	0	0	0	0	0.0581432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030214	0	0	0	0	0	0	0	0	0	0
s__Corticibacter_populi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0604338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Azoarcus_sp_CC_YHH848	0	0	0	0	0	0	0	0	0	0	0.0580932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022063
s__Arsenicicoccus_sp_oral_taxon_190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0596307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Nitrosomonas_mobilis	0	0	0	0	0	0	0	0	0	0	0.0479825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107919	0	0	0	0	0
s__Treponema_maltophilum	0	0	0	0	0	0	0	0	0	0	0	0.0339627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0245802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Thermoanaerobacter_kivui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0543001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035928	0	0	0	0	0	0.0005737	0	0	0	0	0
s__Bacillus_humi	0	0	0	0	0	0	0	0.0573339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000994	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_zeisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0433193	0	0	0.0141545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Halomonas_glaciei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0560038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007714	0	0	0	0	0
s__Gordonia_rhizosphera	0	0	0	0	0	0.0403071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040485	0	0	0	0	0
s__Gordonia_jacobaea	0	0	0	0	0	0	0	0	0	0	0	0	0.0498395	0	0	0	0.0000029	0	0	0	0	0	0	0	0	0	0.0050849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016657	0
s__Mycoplasma_agassizii	0	0	0	0	0	0	0	0.0426274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptomyces_griseoruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0329398	0	0	0	0	0	0	0	0.0233934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bradyrhizobium_icense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020876	0	0	0	0	0	0	0.0529927	0	0	0	0	0	0	0	0	0	0	0	0
s__Propioniferax_innocua	0	0.0549711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Thioclava_pacifica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0541219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptomyces_qinglanensis	0	0	0	0	0	0	0.0519088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Endozoicomonas_acroporae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0531304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Cohaesibacter_celericrescens	0.0528133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Xanthomonas_albilineans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gelidibacter_algens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0520314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004486	0
s__Levilactobacillus_acidifarinae	0	0	0	0	0	0	0	0.045648	0	0	0	0	0	0	0	0	0	0	0.0029046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029059	0
s__Phocaeicola_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0.0479784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034667	0	0	0	0	0	0	0	0	0	0
s__Thermoanaerobacterium_thermosaccharolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149354	0	0	0	0	0	0	0	0	0	0.0020098	0	0	0	0	0	0	0	0	0	0	0
s__Geobacter_sulfurreducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476586	0	0	0	0	0.0024323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010178
s__Gramella_fulva	0	0	0	0	0	0	0	0	0	0	0	0	0.0507188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Synechococcus_sp_CC9311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0492073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014877	0	0	0	0
s__Anaplasma_ovis	0	0	0	0	0	0	0	0	0	0	0.0472241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025395	0
s__Peptoniphilus_grossensis	0	0	0	0	0	0	0	0	0	0	0	0.0496858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_mesophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196395	0	0	0	0	0	0.0256177	0	0.0019892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011135	0	0.0012937	0	0	0
s__Catenovulum_maritimum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0493629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Marimonas_lutisali	0	0	0	0	0	0	0	0	0	0	0	0.0491891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Tessaracoccus_oleiagri	0	0	0	0	0	0	0	0	0	0	0.0361691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127071	0	0	0	0	0	0	0	0	0
s__Cytophagaceae_bacterium_CAR_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425522	0	0	0.0039892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020415	0
s__Laceyella_sacchari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0189423	0	0	0.0125147	0	0	0.001033	0	0	0	0	0	0	0	0	0
s__Vibrio_furnissii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187564	0	0	0	0.0294932	0	0	0	0	0	0	0	0
s__Trichococcus_patagoniensis	0	0	0	0	0	0	0	0	0	0	0	0	0.046701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014217	0	0	0	0	0
s__Microbacterium_lemovicicum	0	0	0	0	0	0	0	0	0	0	0	0	0.0178635	0	0	0	0	0	0	0	0	0	0.0299395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lysobacter_daejeonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175116	0	0	0	0	0.0078993	0	0	0	0.0221362	0	0	0	0	0	0	0	0	0	0	0	0
s__Paraburkholderia_piptadeniae	0	0	0	0.035914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038502	0	0.0034537	0	0.000528	0.0014511
s__Caldicellulosiruptor_acetigenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012316	0	0	0	0	0	0	0	0	0	0	0	0.0022334	0	0	0	0	0	0.0328325	0	0	0	0	0	0	0	0	0	0	0
s__Nocardioides_daejeonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343821	0	0.00872	0	0	0.0038255	0	0	0	0	0	0	0	0	0	0	0	0.0003331	0
s__Metabacillus_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0472497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0472397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Leucobacter_komagatae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0469373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacillus_glennii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0448881	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pontibacillus_halophilus	0	0	0	0	0	0	0	0	0	0	0	0	0.0466334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ferrovibrio_terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0347142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118161
s__Aliidiomarina_sedimenti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0421743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038182	0	0	0	0	0	0.0005313	0	0	0	0	0
s__Ruegeria_atlantica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003148	0	0	0	0	0	0	0	0	0	0	0.0461747	0	0	0	0	0
s__Williamsia_limnetica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234177	0	0	0.0011027	0	0	0	0	0	0	0	0	0	0	0	0	0.0203516	0	0	0	0	0	0.0015607
s__Sphaerisporangium_sp_LHW63015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sphingobacterium_haloxyli	0	0	0.0383194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
